CustomerID,NextPurchaseDay,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value,NextPurchaseDayRange
16954,28,18,3,6,0,1626.5,0,3,0,0,1,1
15950,300,8,3,5,0,1705.26,0,3,0,0,1,0
13092,66,0,3,5,0,419.03,0,3,0,0,1,0
17033,300,16,3,3,0,1030.14,0,3,0,0,1,0
14913,58,24,3,3,0,912.47,0,3,0,0,1,0
15641,300,35,3,4,0,1887.2,0,3,0,0,1,0
17214,25,15,3,6,0,779.12,0,3,0,0,1,1
15062,300,1,3,4,0,987.86,0,3,0,0,1,0
15727,91,37,3,5,0,4054.54,0,3,0,0,1,0
17633,40,1,3,5,0,909.45,0,3,0,0,1,0
17189,300,36,3,2,0,384.4,0,3,0,0,1,0
16470,64,45,3,4,0,534.18,0,3,0,0,1,0
16743,46,43,3,5,0,1208.14,0,3,0,0,1,0
17146,300,35,3,3,0,749.78,0,3,0,0,1,0
15394,69,8,3,3,0,1854.14,0,3,0,0,1,0
14621,300,19,3,6,0,1765.76,0,3,0,0,1,0
15366,300,5,3,2,0,602.51,0,3,0,0,1,0
17655,76,46,3,5,0,1160.03,0,3,0,0,1,0
16816,300,33,3,4,0,417.06,0,3,0,0,1,0
17412,69,28,3,4,0,698.92,0,3,0,0,1,0
14344,300,27,3,6,0,549.28,0,3,0,0,1,0
13627,46,8,3,5,0,1332.48,0,3,0,0,1,0
15780,59,24,3,2,0,249.67,0,3,0,0,1,0
17888,45,9,3,6,0,218.23,0,3,0,0,1,0
17007,45,25,3,6,0,562.94,0,3,0,0,1,0
15811,83,35,3,6,0,1442.55,0,3,0,0,1,0
14146,300,11,3,6,0,2949.57,0,3,0,0,1,0
17358,300,28,3,2,0,365.85,0,3,0,0,1,0
16153,66,45,3,4,0,1023.54,0,3,0,0,1,0
15312,300,5,3,5,0,921.1,0,3,0,0,1,0
14113,28,8,3,6,0,939.53,0,3,0,0,1,1
13104,39,15,3,5,0,918.48,0,3,0,0,1,0
17924,80,49,3,5,0,1533.35,0,3,0,0,1,0
15208,90,49,3,5,0,870.12,0,3,0,0,1,0
13029,300,19,3,3,0,1247.5,0,3,0,0,1,0
17593,300,21,3,6,0,3911.56,0,3,0,0,1,0
13953,48,45,3,5,0,2515.68,0,3,0,0,1,0
14533,52,42,3,5,0,1281.28,0,3,0,0,1,0
16477,28,25,3,5,0,2054.31,0,3,0,0,1,1
17905,300,1,3,3,0,598.49,0,3,0,0,1,0
14210,300,21,3,6,0,1595.94,0,3,0,0,1,0
13397,300,2,3,6,0,1539.18,0,3,0,0,1,0
13680,80,49,3,4,0,1509.86,0,3,0,0,1,0
13126,5,2,3,5,0,1302.09,0,3,0,0,1,1
15002,300,45,3,3,0,1010.11,0,3,0,0,1,0
15841,300,2,3,6,0,1209.1,0,3,0,0,1,0
16719,60,4,3,6,0,1050.52,0,3,0,0,1,0
16600,50,4,3,4,0,593.52,0,3,0,0,1,0
14653,79,49,3,4,0,1229.72,0,3,0,0,1,0
16771,300,5,3,5,0,2246.81,0,3,0,0,1,0
17585,300,39,3,4,0,1133.07,0,3,0,0,1,0
14045,300,39,3,3,0,1333.35,0,3,0,0,1,0
13764,300,0,3,3,0,1521.76,0,3,0,0,1,0
14312,45,21,3,4,0,889.54,0,3,0,0,1,0
13280,300,22,3,3,0,814.86,0,3,0,0,1,0
14047,300,3,3,5,0,1012.39,0,3,0,0,1,0
13842,36,2,3,6,0,2182.29,0,3,0,0,1,0
13233,300,4,3,2,0,605.12,0,3,0,0,1,0
13593,300,38,3,6,0,1990.28,0,3,0,0,1,0
15485,300,19,3,2,0,1624.91,0,3,0,0,1,0
13162,54,22,3,4,0,1688.29,0,3,0,0,1,0
17095,77,29,3,3,0,335.8,0,3,0,0,1,0
17796,59,29,3,2,0,507.35,0,3,0,0,1,0
13758,88,29,3,4,0,1958.89,0,3,0,0,1,0
17128,300,29,3,1,0,157.09,0,3,0,0,1,0
14761,300,29,3,1,0,97.5,0,3,0,0,1,0
17555,80,29,3,1,0,195.45,0,3,0,0,1,0
16833,300,29,3,4,0,1106.53,0,3,0,0,1,0
16748,82,29,3,4,0,1249.2,0,3,0,0,1,0
16549,39,29,3,3,0,1061.26,0,3,0,0,1,0
13565,80,29,3,1,0,110.18,0,3,0,0,1,0
15799,300,5,3,3,0,884.14,0,3,0,0,1,0
18032,300,29,3,1,0,73.5,0,3,0,0,1,0
13451,73,29,3,4,0,1763.68,0,3,0,0,1,0
14978,300,2,3,5,0,1931.42,0,3,0,0,1,0
16395,18,8,3,4,0,1272.21,0,3,0,0,1,1
14215,66,7,3,5,0,1166.11,0,3,0,0,1,0
15916,61,7,3,6,0,1088.71,0,3,0,0,1,0
16493,300,2,3,6,0,1329.66,0,3,0,0,1,0
15626,300,4,3,2,0,675.8,0,3,0,0,1,0
14175,64,45,3,5,0,1127.89,0,3,0,0,1,0
16235,41,11,3,4,0,557.72,0,3,0,0,1,0
13107,16,15,3,3,0,833.03,0,3,0,0,1,1
12924,97,27,3,4,0,651.52,0,3,0,0,1,0
13048,98,42,3,4,0,1345.05,0,3,0,0,1,0
13634,51,16,3,4,0,1311.75,0,3,0,0,1,0
14404,300,38,3,6,0,1301.24,0,3,0,0,1,0
16059,300,1,3,5,0,1341.61,0,3,0,0,1,0
17609,5,3,3,2,0,643.39,0,3,0,0,1,1
15673,95,25,3,3,0,2104.39,0,3,0,0,1,0
14976,34,31,3,4,0,419.39,0,3,0,0,1,0
13527,75,35,3,5,0,1792.79,0,3,0,0,1,0
13155,300,9,3,3,0,592.06,0,3,0,0,1,0
15296,26,8,3,6,0,1986.26,0,3,0,0,1,1
17988,105,47,3,6,0,136.05,0,3,0,0,1,0
12820,30,4,3,3,0,598.58,0,3,0,0,1,1
14101,300,3,3,6,0,5976.79,0,3,0,0,1,0
14696,36,1,3,5,0,1206.1,0,3,0,0,1,0
14428,33,9,3,6,0,1240.59,0,3,0,0,1,0
12826,12,1,3,6,0,1033.62,0,3,0,0,1,1
14916,300,0,3,5,0,1264.84,0,3,0,0,1,0
17602,23,15,3,4,0,3242.68,0,3,0,0,1,1
15938,300,42,3,5,0,404.58,0,3,0,0,1,0
16892,35,24,3,5,0,209.2,0,3,0,0,1,0
18061,43,37,3,6,0,1260.4,0,3,0,0,1,0
16618,300,50,3,6,0,2630.64,0,3,0,0,1,0
14441,45,18,3,4,0,970.25,0,3,0,0,1,0
17048,107,45,3,5,0,605.91,0,3,0,0,1,0
16085,56,9,3,3,0,619.65,0,3,0,0,1,0
15443,28,3,3,5,0,1409.1,0,3,0,0,1,1
14224,300,40,3,4,0,1050.12,0,3,0,0,1,0
14501,300,24,3,3,0,190.31,0,3,0,0,1,0
14541,60,25,3,6,0,1180.85,0,3,0,0,1,0
15797,300,25,3,4,0,2207.4,0,3,0,0,1,0
13901,300,2,3,5,0,2867.2,0,3,0,0,1,0
14409,300,1,3,4,0,1730.65,0,3,0,0,1,0
12854,73,8,3,3,0,887.33,0,3,0,0,1,0
17460,300,8,3,6,0,382.33,0,3,0,0,1,0
17515,300,50,3,4,0,639.02,0,3,0,0,1,0
13405,300,4,3,3,0,572.451,0,3,0,0,1,0
15812,75,37,3,4,0,1268.12,0,3,0,0,1,0
17786,300,15,3,2,0,278.74,0,3,0,0,1,0
16409,52,17,3,3,0,1261.17,0,3,0,0,1,0
12997,63,15,3,5,0,579.52,0,3,0,0,1,0
14440,30,2,3,3,0,1519.28,0,3,0,0,1,1
17311,300,8,3,2,0,1384.85,0,3,0,0,1,0
15549,300,7,3,4,0,1655.76,0,3,0,0,1,0
14662,69,27,3,3,0,524.86,0,3,0,0,1,0
15057,300,27,3,2,0,1489.5,0,3,0,0,1,0
13330,300,52,3,3,0,1140.93,0,3,0,0,1,0
13538,27,24,3,4,0,476.4,0,3,0,0,1,1
16755,300,44,3,5,0,1484.63,0,3,0,0,1,0
16327,66,10,3,4,0,2636.79,0,3,0,0,1,0
13141,300,14,3,6,0,2385.8,0,3,0,0,1,0
15365,56,11,3,6,0,961.28,0,3,0,0,1,0
18016,300,4,3,4,0,1326.91,0,3,0,0,1,0
14595,29,15,3,3,0,441.78,0,3,0,0,1,1
17373,31,1,3,3,0,433.52,0,3,0,0,1,1
18145,75,17,3,3,0,2103.25,0,3,0,0,1,0
17256,300,37,3,2,0,240,0,3,0,0,1,0
14006,110,45,3,2,0,604.54,0,3,0,0,1,0
15058,15,11,3,6,0,1180.52,0,3,0,0,1,1
15240,40,14,3,3,0,1066.35,0,3,0,0,1,0
17147,58,10,3,5,0,1314.35,0,3,0,0,1,0
13939,85,38,3,3,0,378.41,0,3,0,0,1,0
17228,62,17,3,4,0,1132.61,0,3,0,0,1,0
12929,300,22,3,2,0,105.1,0,3,0,0,1,0
16419,61,27,3,6,0,972.23,0,3,0,0,1,0
15203,54,9,3,5,0,1517.72,0,3,0,0,1,0
16515,39,21,3,3,0,885.07,0,3,0,0,1,0
15981,53,7,3,6,0,2329.08,0,3,0,0,1,0
17376,300,0,3,2,0,203.2,0,3,0,0,1,0
13110,52,50,3,6,0,1283.97,0,3,0,0,1,0
17863,51,10,3,4,0,1742.58,0,3,0,0,1,0
14460,300,40,3,4,0,383.34,0,3,0,0,1,0
13728,300,37,3,6,0,1016.14,0,3,0,0,1,0
14127,300,22,3,3,0,709.71,0,3,0,0,1,0
15270,70,37,3,5,0,1479.6,0,3,0,0,1,0
18017,300,11,3,3,0,523,0,3,0,0,1,0
12990,300,50,3,3,0,409.5,0,3,0,0,1,0
14044,77,33,3,3,0,542.11,0,3,0,0,1,0
18178,300,43,3,5,0,1272.76,0,3,0,0,1,0
14540,66,5,3,2,0,681.53,0,3,0,0,1,0
13539,300,15,3,4,0,605.84,0,3,0,0,1,0
15885,300,52,3,3,0,379.35,0,3,0,0,1,0
14466,14,3,3,5,0,1405.9,0,3,0,0,1,1
17929,66,7,3,4,0,698.5,0,3,0,0,1,0
13137,51,21,3,6,0,1885.71,0,3,0,0,1,0
12842,300,0,3,2,0,1118.99,0,3,0,0,1,0
14842,16,14,3,6,0,1828.63,0,3,0,0,1,1
16456,300,33,3,4,0,1370.97,0,3,0,0,1,0
17302,78,22,3,5,0,981.38,0,3,0,0,1,0
13334,300,12,3,3,0,3536.82,0,3,0,0,1,0
15407,300,24,3,4,0,1056.44,0,3,0,0,1,0
16332,28,2,3,5,0,940.25,0,3,0,0,1,1
14475,3,1,3,5,0,821.37,0,3,0,0,1,1
16265,67,40,3,6,0,3207.56,0,3,0,0,1,0
15843,300,28,3,1,0,118.95,0,3,0,0,1,0
17083,300,28,3,3,0,1405.78,0,3,0,0,1,0
15970,300,28,3,1,0,314.1,0,3,0,0,1,0
13590,47,28,3,4,0,906.23,0,3,0,0,1,0
17537,39,28,3,1,0,630.7,0,3,0,0,1,0
17843,300,28,3,1,0,205.48,0,3,0,0,1,0
16098,300,17,3,6,0,1575.03,0,3,0,0,1,0
13381,83,43,3,5,0,3118.41,0,3,0,0,1,0
12963,31,14,3,3,0,502.96,0,3,0,0,1,1
15122,300,15,3,6,0,1612.13,0,3,0,0,1,0
13848,300,52,3,2,0,935,0,3,0,0,1,0
17348,43,1,3,3,0,772.18,0,3,0,0,1,0
14035,60,37,3,3,0,837.26,0,3,0,0,1,0
15370,31,1,3,5,0,1829.55,0,3,0,0,1,1
16126,42,31,3,3,0,3706.7,0,3,0,0,1,0
15024,84,43,3,3,0,354.4,0,3,0,0,1,0
14609,300,2,3,4,0,601.56,0,3,0,0,1,0
12823,300,4,3,5,0,1759.5,0,3,0,0,1,0
14959,80,39,3,4,0,695.42,0,3,0,0,1,0
15903,42,0,3,5,0,2519.94,0,3,0,0,1,0
13425,300,38,3,3,0,1624.21,0,3,0,0,1,0
13012,13,8,3,5,0,859.22,0,3,0,0,1,1
13489,300,35,3,4,0,449.52,0,3,0,0,1,0
15755,64,4,3,6,0,1700.45,0,3,0,0,1,0
13799,300,46,3,2,0,688.86,0,3,0,0,1,0
16027,23,21,3,6,0,531.6,0,3,0,0,1,1
16466,49,33,3,5,0,1045.27,0,3,0,0,1,0
16115,32,2,3,4,0,978.32,0,3,0,0,1,0
13301,300,33,3,4,0,618.09,0,3,0,0,1,0
14803,300,27,3,3,0,845.55,0,3,0,0,1,0
17323,71,20,3,6,0,691.02,0,3,0,0,1,0
18155,300,5,3,4,0,347.82,0,3,0,0,1,0
15321,21,0,3,3,0,2748.31,0,3,0,0,1,1
13410,50,4,3,6,0,714.51,0,3,0,0,1,0
14520,300,49,3,2,0,270.6,0,3,0,0,1,0
13038,300,10,3,3,0,908.46,0,3,0,0,1,0
17002,300,3,3,4,0,1487.78,0,3,0,0,1,0
15722,300,38,3,6,0,2181.21,0,3,0,0,1,0
18188,31,7,3,2,0,1608.28,0,3,0,0,1,1
16573,300,3,3,4,0,648.41,0,3,0,0,1,0
13077,300,49,3,3,0,415.55,0,3,0,0,1,0
15858,48,7,3,2,0,586.19,0,3,0,0,1,0
13149,92,36,3,3,0,1132.62,0,3,0,0,1,0
14004,35,8,3,6,0,3769.49,0,3,0,0,1,0
14513,300,30,3,4,0,438.49,0,3,0,0,1,0
15974,58,27,3,6,0,2226.11,0,3,0,0,1,0
17830,300,49,3,3,0,398.7,0,3,0,0,1,0
14231,300,24,3,5,0,822.06,0,3,0,0,1,0
14880,300,7,3,3,0,706.19,0,3,0,0,1,0
17034,58,9,3,2,0,364.88,0,3,0,0,1,0
15712,62,1,3,4,0,865.91,0,3,0,0,1,0
17388,73,7,3,3,0,877.96,0,3,0,0,1,0
16841,42,37,3,6,0,1455.5,0,3,0,0,1,0
14147,29,8,3,2,0,483.4,0,3,0,0,1,1
15951,300,49,3,3,0,669.57,0,3,0,0,1,0
13636,300,22,3,6,0,941.62,0,3,0,0,1,0
13610,44,40,3,4,0,665.66,0,3,0,0,1,0
14745,300,42,3,6,0,1167.16,0,3,0,0,1,0
15996,116,46,3,5,0,628.71,0,3,0,0,1,0
16668,31,25,3,4,0,192.36,0,3,0,0,1,1
14078,36,31,3,4,0,801.84,0,3,0,0,1,0
16518,300,20,3,3,0,480.92,0,3,0,0,1,0
16462,300,3,3,4,0,102,0,3,0,0,1,0
16389,19,2,3,4,0,1058.91,0,3,0,0,1,1
15750,57,2,3,5,0,1937.82,0,3,0,0,1,0
15067,300,8,3,3,0,1744.76,0,3,0,0,1,0
16128,60,7,3,4,0,1690.58,0,3,0,0,1,0
17770,63,27,3,4,0,1040.97,0,3,0,0,1,0
14473,300,4,3,2,0,234.34,0,3,0,0,1,0
15031,300,19,3,4,0,668.14,0,3,0,0,1,0
14388,29,21,3,6,0,2065.56,0,3,0,0,1,1
16709,300,14,3,5,0,3029.87,0,3,0,0,1,0
17856,300,49,3,6,0,1393.79,0,3,0,0,1,0
17873,300,10,3,5,0,1549.21,0,3,0,0,1,0
13931,300,15,3,3,0,1230.93,0,3,0,0,1,0
15220,64,45,3,6,0,1264.01,0,3,0,0,1,0
15681,66,24,3,3,0,703.22,0,3,0,0,1,0
15675,300,11,3,3,0,323.69,0,3,0,0,1,0
15400,300,43,3,6,0,666.7,0,3,0,0,1,0
18211,42,15,3,3,0,420.2,0,3,0,0,1,0
15572,84,39,3,5,0,1750.27,0,3,0,0,1,0
14915,300,15,3,3,0,258.83,0,3,0,0,1,0
16136,48,7,3,2,0,302.64,0,3,0,0,1,0
14214,22,19,3,4,0,948.96,0,3,0,0,1,1
15026,300,10,3,3,0,469,0,3,0,0,1,0
17092,37,17,3,3,0,989.67,0,3,0,0,1,0
15752,76,45,3,6,0,1836.05,0,3,0,0,1,0
15834,300,0,3,5,0,2108.75,0,3,0,0,1,0
13908,75,9,3,4,0,2369.55,0,3,0,0,1,0
13975,84,50,3,6,0,2526.28,0,3,0,0,1,0
16712,74,38,3,6,0,2017.27,0,3,0,0,1,0
14507,61,31,3,5,0,909.69,0,3,0,0,1,0
15206,87,27,3,3,0,236.7,0,3,0,0,1,0
14013,300,27,3,3,0,473.02,0,3,0,0,1,0
14645,300,27,3,2,0,597.09,0,3,0,0,1,0
15071,300,27,3,2,0,982.07,0,3,0,0,1,0
16221,300,27,3,2,0,698.12,0,3,0,0,1,0
13026,61,15,3,6,0,958.77,0,3,0,0,1,0
12881,300,27,3,1,0,298,0,3,0,0,1,0
17864,67,27,3,1,0,208.41,0,3,0,0,1,0
17138,300,27,3,1,0,380.5,0,3,0,0,1,0
16572,65,27,3,3,0,700,0,3,0,0,1,0
14165,300,27,3,1,0,122.54,0,3,0,0,1,0
15367,40,27,3,3,0,1406.28,0,3,0,0,1,0
16768,56,33,3,3,0,274.74,0,3,0,0,1,0
13499,14,3,3,5,0,601.7,0,3,0,0,1,1
14226,11,0,3,5,0,1864.62,0,3,0,0,1,1
12994,76,37,3,4,0,609.35,0,3,0,0,1,0
12849,300,50,3,2,0,1050.89,0,3,0,0,1,0
16383,300,4,3,2,0,668.36,0,3,0,0,1,0
15030,300,1,3,2,0,518.28,0,3,0,0,1,0
18189,300,7,3,3,0,1084.34,0,3,0,0,1,0
13946,300,9,3,3,0,561.57,0,3,0,0,1,0
15433,14,9,3,2,0,257.21,0,3,0,0,1,1
12937,56,1,3,3,0,826.44,0,3,0,0,1,0
17603,28,8,3,4,0,-1161.55,0,3,0,0,1,1
18210,60,49,3,2,0,320.3,0,3,0,0,1,0
14422,17,0,3,4,0,2700.14,0,3,0,0,1,1
17133,72,17,3,5,0,4537.29,0,3,0,0,1,0
13046,300,19,3,2,0,629.31,0,3,0,0,1,0
12948,51,25,3,5,0,1412.71,0,3,0,0,1,0
15898,300,49,3,4,0,862.99,0,3,0,0,1,0
14071,73,50,3,5,0,663.92,0,3,0,0,1,0
17134,300,36,3,2,0,425,0,3,0,0,1,0
15452,12,1,3,2,0,413.33,0,3,0,0,1,1
14223,300,52,3,4,0,975.23,0,3,0,0,1,0
15669,63,33,3,4,0,558.89,0,3,0,0,1,0
15855,300,24,3,5,0,712.24,0,3,0,0,1,0
16036,300,17,3,2,0,758.92,0,3,0,0,1,0
16791,27,22,3,2,0,376.02,0,3,0,0,1,1
16080,14,11,3,2,0,46.34,0,3,0,0,1,1
13900,300,24,3,3,0,740.95,0,3,0,0,1,0
14875,98,37,3,4,0,1452.47,0,3,0,0,1,0
15132,49,35,3,3,0,842.23,0,3,0,0,1,0
16809,67,20,3,5,0,618.42,0,3,0,0,1,0
13196,73,14,3,2,0,1586.95,0,3,0,0,1,0
15449,50,15,3,3,0,646.05,0,3,0,0,1,0
16859,300,36,3,5,0,473.14,0,3,0,0,1,0
17411,63,5,3,2,0,569.44,0,3,0,0,1,0
16308,300,37,3,4,0,2560,0,3,0,0,1,0
13249,300,52,3,3,0,711.41,0,3,0,0,1,0
14129,102,49,3,4,0,878.81,0,3,0,0,1,0
13035,16,3,3,2,0,921.88,0,3,0,0,1,1
17059,51,40,3,3,0,1527.74,0,3,0,0,1,0
14235,65,5,3,5,0,3144.86,0,3,0,0,1,0
17754,300,18,3,6,0,1739.92,0,3,0,0,1,0
13000,300,36,3,2,0,333.1,0,3,0,0,1,0
13139,47,2,3,6,0,4711.42,0,3,0,0,1,0
13662,21,15,3,5,0,575.49,0,3,0,0,1,1
13743,105,37,3,6,0,1187.88,0,3,0,0,1,0
16081,31,17,3,3,0,2434.32,0,3,0,0,1,1
16780,300,30,3,2,0,425.19,0,3,0,0,1,0
16777,300,10,3,2,0,226.35,0,3,0,0,1,0
13481,29,4,3,6,0,1337.83,0,3,0,0,1,1
17227,10,0,3,3,0,470.95,0,3,0,0,1,1
14766,15,10,3,4,0,1935.82,0,3,0,0,1,1
15624,300,46,3,4,0,588.13,0,3,0,0,1,0
17398,300,44,3,3,0,653.38,0,3,0,0,1,0
16253,300,50,3,3,0,3665.62,0,3,0,0,1,0
12888,300,25,3,4,0,313.77,0,3,0,0,1,0
15628,28,22,3,6,0,1606.92,0,3,0,0,1,1
13720,300,46,3,4,0,799.9,0,3,0,0,1,0
15674,8,3,3,6,0,1744.02,0,3,0,0,1,1
17594,300,15,3,2,0,993.18,0,3,0,0,1,0
16218,55,44,3,6,0,2134.37,0,3,0,0,1,0
13988,13,2,3,6,0,3153.46,0,3,0,0,1,1
13316,300,9,3,5,0,5815.49,0,3,0,0,1,0
16584,300,10,3,3,0,908.03,0,3,0,0,1,0
14272,300,3,3,2,0,437.96,0,3,0,0,1,0
16092,300,44,3,5,0,779.36,0,3,0,0,1,0
17088,8,2,3,2,0,1368.45,0,3,0,0,1,1
17365,37,17,3,4,0,2754.82,0,3,0,0,1,0
14818,300,3,3,3,0,657.8,0,3,0,0,1,0
14064,46,43,3,3,0,475.35,0,3,0,0,1,0
16681,300,2,3,6,0,1770.34,0,3,0,0,1,0
13462,300,24,3,2,0,143.25,0,3,0,0,1,0
15860,35,5,3,6,0,772.54,0,3,0,0,1,0
14419,13,3,3,3,0,590.82,0,3,0,0,1,1
17287,48,4,3,4,0,657.6,0,3,0,0,1,0
17758,16,9,3,4,0,1740.86,0,3,0,0,1,1
17669,43,15,3,6,0,3194.72,0,3,0,0,1,0
17886,300,50,3,3,0,899.61,0,3,0,0,1,0
15756,25,20,3,2,0,291.71,0,3,0,0,1,1
14719,59,49,3,3,0,894.54,0,3,0,0,1,0
16906,300,11,3,4,0,579.77,0,3,0,0,1,0
16170,44,24,3,6,0,1556.03,0,3,0,0,1,0
17783,300,2,3,2,0,283.47,0,3,0,0,1,0
17682,105,45,3,5,0,1492.85,0,3,0,0,1,0
13515,300,2,3,4,0,891.12,0,3,0,0,1,0
17045,300,43,3,3,0,339.44,0,3,0,0,1,0
16031,300,52,3,2,0,548.94,0,3,0,0,1,0
18272,68,43,3,4,0,1720.67,0,3,0,0,1,0
13950,49,3,3,2,0,323.66,0,3,0,0,1,0
13752,300,25,3,6,0,1186.28,0,3,0,0,1,0
14446,52,10,3,3,0,882.31,0,3,0,0,1,0
15754,22,3,3,2,0,303.42,0,3,0,0,1,1
15800,300,37,3,2,0,699.08,0,3,0,0,1,0
16469,64,17,3,3,0,462.72,0,3,0,0,1,0
16261,58,5,3,3,0,562.43,0,3,0,0,1,0
17869,300,37,3,4,0,213.86,0,3,0,0,1,0
17883,72,16,3,3,0,382.67,0,3,0,0,1,0
13995,59,45,3,3,0,871.9,0,3,0,0,1,0
14246,300,40,3,3,0,1474.06,0,3,0,0,1,0
18036,300,35,3,3,0,405.62,0,3,0,0,1,0
13562,300,11,3,3,0,1799.33,0,3,0,0,1,0
17268,41,37,3,2,0,590.4,0,3,0,0,1,0
13265,41,24,3,2,0,1158.22,0,3,0,0,1,0
18236,20,9,3,5,0,773.74,0,3,0,0,1,1
13138,34,10,3,3,0,494.66,0,3,0,0,1,0
15134,7,2,3,5,0,940.34,0,3,0,0,1,1
16309,300,21,3,3,0,686.67,0,3,0,0,1,0
14262,25,14,3,5,0,1684,0,3,0,0,1,1
16652,47,30,3,6,0,1380.79,0,3,0,0,1,0
14834,40,1,3,4,0,643.64,0,3,0,0,1,0
16131,64,45,3,4,0,2278.5,0,3,0,0,1,0
17058,300,11,3,3,0,1179.89,0,3,0,0,1,0
16933,300,49,3,5,0,530.08,0,3,0,0,1,0
16249,60,42,3,4,0,1440.77,0,3,0,0,1,0
14198,61,9,3,6,0,490.9,0,3,0,0,1,0
17930,300,1,3,5,0,1740.48,0,3,0,0,1,0
14482,44,19,3,4,0,1065.37,0,3,0,0,1,0
14163,24,17,3,3,0,1536.31,0,3,0,0,1,1
14105,300,15,3,2,0,1260.33,0,3,0,0,1,0
16806,300,33,3,4,0,801.49,0,3,0,0,1,0
13516,51,2,3,2,0,620.41,0,3,0,0,1,0
14323,300,44,3,4,0,574.26,0,3,0,0,1,0
17572,300,1,3,3,0,155.95,0,3,0,0,1,0
15027,300,19,3,6,0,1051.95,0,3,0,0,1,0
17029,300,40,3,2,0,716,0,3,0,0,1,0
13220,300,8,3,4,0,819.29,0,3,0,0,1,0
15172,300,0,3,5,0,1624.05,0,3,0,0,1,0
15745,54,3,3,5,0,893.93,0,3,0,0,1,0
17320,300,30,3,2,0,749.7,0,3,0,0,1,0
16639,95,50,3,3,0,1257.51,0,3,0,0,1,0
15491,36,30,3,6,0,3100.09,0,3,0,0,1,0
14623,73,46,3,4,0,771.05,0,3,0,0,1,0
16628,47,36,3,5,0,1614.83,0,3,0,0,1,0
13647,62,1,3,4,0,1268,0,3,0,0,1,0
15594,66,11,3,5,0,1684.73,0,3,0,0,1,0
16633,39,8,3,3,0,1253.2,0,3,0,0,1,0
18173,19,16,3,3,0,1253.36,0,3,0,0,1,1
14152,300,5,3,3,0,611.09,0,3,0,0,1,0
15260,300,30,3,6,0,1360.27,0,3,0,0,1,0
16103,300,9,3,6,0,1429.64,0,3,0,0,1,0
14626,35,22,3,5,0,2160.75,0,3,0,0,1,0
14868,40,1,3,6,0,2182.85,0,3,0,0,1,0
17588,300,30,3,3,0,1240.2,0,3,0,0,1,0
14759,300,42,3,3,0,1625.97,0,3,0,0,1,0
13389,63,4,3,2,0,580.15,0,3,0,0,1,0
17631,300,49,3,3,0,528.33,0,3,0,0,1,0
16750,11,3,3,3,0,410.81,0,3,0,0,1,1
15237,300,8,3,4,0,1412.32,0,3,0,0,1,0
17436,300,49,3,2,0,216.3,0,3,0,0,1,0
12840,31,25,3,5,0,2141.47,0,3,0,0,1,1
16016,64,9,3,6,0,972.01,0,3,0,0,1,0
16418,78,52,3,2,0,368.36,0,3,0,0,1,0
15768,300,45,3,4,0,581.83,0,3,0,0,1,0
14240,300,19,3,2,0,890.34,0,3,0,0,1,0
14973,300,37,3,3,0,1314.45,0,3,0,0,1,0
17720,87,43,3,2,0,785.6,0,3,0,0,1,0
17160,104,39,3,5,0,2906.12,0,3,0,0,1,0
14077,11,8,3,2,0,138.8,0,3,0,0,1,1
16370,18,12,3,3,0,1049.52,0,3,0,0,1,1
15376,77,47,3,2,0,989.02,0,3,0,0,1,0
14655,48,0,3,4,0,1572,0,3,0,0,1,0
15048,300,46,3,4,0,281.87,0,3,0,0,1,0
13282,60,8,3,4,0,691.35,0,3,0,0,1,0
15582,76,30,3,2,0,541.51,0,3,0,0,1,0
13524,41,11,3,4,0,483.86,0,3,0,0,1,0
14948,48,1,3,6,0,798.87,0,3,0,0,1,0
13831,71,17,3,4,0,1387.59,0,3,0,0,1,0
17527,20,10,3,4,0,747.66,0,3,0,0,1,1
17522,300,24,3,5,0,1070.71,0,3,0,0,1,0
13867,300,4,3,3,0,1015.29,0,3,0,0,1,0
18235,40,1,3,2,0,1477.14,0,3,0,0,1,0
13741,67,1,3,3,0,668.43,0,3,0,0,1,0
18170,300,42,3,3,0,980.31,0,3,0,0,1,0
14005,66,5,3,4,0,977.68,0,3,0,0,1,0
13003,63,25,3,2,0,119.05,0,3,0,0,1,0
16756,300,25,3,1,0,239.4,0,3,0,0,1,0
16440,36,25,3,3,0,1680.9,0,3,0,0,1,0
18120,300,25,3,1,0,111.15,0,3,0,0,1,0
17723,300,25,3,6,0,3276.4,0,3,0,0,1,0
14699,300,25,3,1,0,109.13,0,3,0,0,1,0
12821,300,25,3,1,0,92.72,0,3,0,0,1,0
14342,99,50,3,5,0,449.93,0,3,0,0,1,0
15081,64,16,3,4,0,287.95,0,3,0,0,1,0
12871,300,14,3,2,0,380.64,0,3,0,0,1,0
14038,300,8,3,4,0,1554.48,0,3,0,0,1,0
13456,73,24,3,5,0,1280.92,0,3,0,0,1,0
17898,300,15,3,2,0,152.06,0,3,0,0,1,0
16139,94,42,3,2,0,306.37,0,3,0,0,1,0
15730,300,52,3,4,0,1108.38,0,3,0,0,1,0
17702,300,9,3,5,0,1807.87,0,3,0,0,1,0
16446,300,18,3,3,0,2.9,0,3,0,0,1,0
